meter_id,timestamp,power,voltage,current,frequency,energy
1000000243,2026-01-05 23:41:21,1062.6,237.8,4.47,49.66,0.0886
1000000244,2026-01-05 23:41:21,1371.12,236.05,5.81,49.86,0.1143
1000000245,2026-01-05 23:41:21,819.19,237.3,3.45,50.02,0.0683
1000000246,2026-01-05 23:41:21,1233.02,230.84,5.34,49.79,0.1028
1000000247,2026-01-05 23:41:21,1488.1,236.47,6.29,50.17,0.124
1000000248,2026-01-05 23:41:21,1191.03,233.84,5.09,49.79,0.0993
1000000249,2026-01-05 23:41:21,1426.8,225.67,6.32,50.26,0.1189
1000000250,2026-01-05 23:41:21,1429.01,239.38,5.97,50.34,0.1191
1000000251,2026-01-05 23:41:21,928.61,234.99,3.95,49.8,0.0774
1000000252,2026-01-05 23:41:21,1221.26,226.73,5.39,50.3,0.1018
1000000253,2026-01-05 23:41:21,1150.09,222.14,5.18,49.86,0.0958
1000000254,2026-01-05 23:41:21,1091.95,220.03,4.96,49.63,0.091
1000000255,2026-01-05 23:41:21,1435.45,222.74,6.44,50.48,0.1196
1000000256,2026-01-05 23:41:21,1393.85,233.17,5.98,50.1,0.1162
1000000257,2026-01-05 23:41:21,1124.34,238.56,4.71,49.55,0.0937
1000000258,2026-01-05 23:41:21,804.66,227.11,3.54,50.29,0.0671
1000000259,2026-01-05 23:41:21,1178.49,225.83,5.22,50.28,0.0982
1000000260,2026-01-05 23:41:21,1094.71,225.58,4.85,49.98,0.0912
1000000261,2026-01-05 23:41:21,1123.66,222.23,5.06,49.78,0.0936
1000000262,2026-01-05 23:41:21,1452.34,224.22,6.48,50.29,0.121
1000000263,2026-01-05 23:41:21,1091.84,235.42,4.64,50.11,0.091
1000000264,2026-01-05 23:41:21,1009.14,234.83,4.3,50.11,0.0841
1000000265,2026-01-05 23:41:21,1384.65,220.77,6.27,50.13,0.1154
1000000266,2026-01-05 23:41:21,880.88,227.68,3.87,50.36,0.0734
1000000267,2026-01-05 23:41:21,1181.23,221.3,5.34,50.08,0.0984
1000000268,2026-01-05 23:41:21,1264.03,231.63,5.46,49.52,0.1053
1000000269,2026-01-05 23:41:21,1450.66,234.65,6.18,49.77,0.1209
1000000270,2026-01-05 23:41:21,1242.91,235.27,5.28,49.76,0.1036
1000000271,2026-01-05 23:41:21,1223.59,238.74,5.13,49.76,0.102
1000000272,2026-01-05 23:41:21,1013.86,229.53,4.42,50.34,0.0845
1000000273,2026-01-05 23:41:21,1111.08,230.2,4.83,50.09,0.0926
1000000274,2026-01-05 23:41:21,1319.87,238.82,5.53,49.82,0.11
1000000275,2026-01-05 23:41:21,1393.5,230.35,6.05,50.17,0.1161
1000000276,2026-01-05 23:41:21,1161.82,228.56,5.08,49.65,0.0968
1000000277,2026-01-05 23:41:21,1012.13,235.06,4.31,49.99,0.0843
1000000278,2026-01-05 23:41:21,1434.27,223.52,6.42,49.53,0.1195
1000000279,2026-01-05 23:41:21,807.45,220.41,3.66,49.97,0.0673
1000000280,2026-01-05 23:41:21,1313.79,226.94,5.79,49.76,0.1095
1000000281,2026-01-05 23:41:21,938.32,229.24,4.09,50.48,0.0782
1000000282,2026-01-05 23:41:21,1019.04,239.62,4.25,49.87,0.0849
1000000283,2026-01-05 23:41:21,1178.67,237.78,4.96,49.91,0.0982
1000000284,2026-01-05 23:41:21,982.01,234.46,4.19,50.09,0.0818
1000000285,2026-01-05 23:41:21,1118.15,221.06,5.06,49.53,0.0932
1000000286,2026-01-05 23:41:21,801.56,224.27,3.57,50.18,0.0668
1000000287,2026-01-05 23:41:21,1301.54,228.07,5.71,49.62,0.1085
1000000288,2026-01-05 23:41:21,1232.0,228.57,5.39,49.78,0.1027
1000000289,2026-01-05 23:41:21,1491.86,234.18,6.37,50.07,0.1243
1000000290,2026-01-05 23:41:21,1098.08,222.53,4.93,50.12,0.0915
1000000291,2026-01-05 23:41:21,877.1,222.69,3.94,49.58,0.0731
1000000292,2026-01-05 23:41:21,951.48,221.45,4.3,50.18,0.0793
1000000293,2026-01-05 23:41:21,1075.92,220.21,4.89,50.03,0.0897
1000000294,2026-01-05 23:41:21,1309.03,222.33,5.89,50.34,0.1091
1000000295,2026-01-05 23:41:21,927.57,222.7,4.17,49.69,0.0773
1000000296,2026-01-05 23:41:21,971.41,234.01,4.15,50.49,0.081
1000000297,2026-01-05 23:41:21,1112.51,229.02,4.86,49.83,0.0927
1000000298,2026-01-05 23:41:21,1319.43,239.77,5.5,49.81,0.11
1000000299,2026-01-05 23:41:21,1205.48,234.68,5.14,50.03,0.1005
1000000300,2026-01-05 23:41:21,1060.34,225.45,4.7,50.46,0.0884
1000000301,2026-01-05 23:41:21,1191.0,221.64,5.37,49.81,0.0992
1000000302,2026-01-05 23:41:21,1236.57,225.21,5.49,49.97,0.103
1000000303,2026-01-05 23:41:21,1446.9,227.9,6.35,50.25,0.1206
1000000304,2026-01-05 23:41:21,1188.11,235.88,5.04,50.23,0.099
1000000305,2026-01-05 23:41:21,1020.66,228.69,4.46,50.37,0.0851
1000000306,2026-01-05 23:41:21,1294.51,231.36,5.6,49.71,0.1079
1000000307,2026-01-05 23:41:21,1236.05,221.17,5.59,50.45,0.103
1000000308,2026-01-05 23:41:21,1082.5,221.32,4.89,50.26,0.0902
1000000309,2026-01-05 23:41:21,1383.39,231.45,5.98,50.09,0.1153
1000000310,2026-01-05 23:41:21,1002.99,224.05,4.48,49.95,0.0836
1000000311,2026-01-05 23:41:21,1120.85,231.58,4.84,50.41,0.0934
1000000312,2026-01-05 23:41:21,1297.65,226.15,5.74,50.01,0.1081
1000000313,2026-01-05 23:41:21,1464.79,238.13,6.15,49.79,0.1221
1000000314,2026-01-05 23:41:21,1099.62,239.55,4.59,50.38,0.0916
1000000315,2026-01-05 23:41:21,907.26,224.37,4.04,49.74,0.0756
1000000316,2026-01-05 23:41:21,1440.76,221.77,6.5,50.46,0.1201
1000000317,2026-01-05 23:41:21,1335.07,232.62,5.74,49.69,0.1113
1000000318,2026-01-05 23:41:21,807.38,226.17,3.57,49.88,0.0673
1000000319,2026-01-05 23:41:21,1022.5,223.78,4.57,49.62,0.0852
1000000320,2026-01-05 23:41:21,1351.48,224.87,6.01,50.03,0.1126
1000000321,2026-01-05 23:41:21,1327.87,234.27,5.67,49.96,0.1107
1000000322,2026-01-05 23:41:21,1289.79,221.69,5.82,50.38,0.1075
1000000323,2026-01-05 23:41:21,1011.86,230.37,4.39,49.73,0.0843
1000000324,2026-01-05 23:41:21,1288.67,224.84,5.73,49.84,0.1074
1000000325,2026-01-05 23:41:21,1046.23,226.42,4.62,49.59,0.0872
1000000326,2026-01-05 23:41:21,1069.03,223.98,4.77,50.01,0.0891
1000000327,2026-01-05 23:41:21,1434.42,233.9,6.13,50.36,0.1195
1000000328,2026-01-05 23:41:21,1105.84,220.8,5.01,50.18,0.0922
1000000329,2026-01-05 23:41:21,1052.23,229.03,4.59,50.22,0.0877
1000000330,2026-01-05 23:41:21,821.03,221.43,3.71,49.69,0.0684
1000000331,2026-01-05 23:41:21,1158.13,221.54,5.23,49.65,0.0965
1000000332,2026-01-05 23:41:21,1095.47,229.36,4.78,50.31,0.0913
1000000333,2026-01-05 23:41:21,930.14,237.91,3.91,49.84,0.0775
1000000334,2026-01-05 23:41:21,1342.95,239.21,5.61,49.65,0.1119
1000000335,2026-01-05 23:41:21,1317.46,238.66,5.52,49.7,0.1098
1000000336,2026-01-05 23:41:21,918.27,229.18,4.01,49.87,0.0765
1000000337,2026-01-05 23:41:21,1274.36,239.39,5.32,49.55,0.1062
1000000338,2026-01-05 23:41:21,939.31,228.77,4.11,50.4,0.0783
1000000339,2026-01-05 23:41:21,1196.57,224.62,5.33,49.77,0.0997
1000000340,2026-01-05 23:41:21,1417.72,223.52,6.34,49.97,0.1181
1000000341,2026-01-05 23:41:21,880.4,220.66,3.99,50.33,0.0734
1000000342,2026-01-05 23:41:21,879.45,231.75,3.79,49.61,0.0733
1000000343,2026-01-05 23:41:21,1448.73,227.91,6.36,49.82,0.1207
1000000344,2026-01-05 23:41:21,962.13,234.64,4.1,49.58,0.0802
1000000345,2026-01-05 23:41:21,1248.85,222.14,5.62,50.28,0.1041
1000000346,2026-01-05 23:41:21,906.97,228.85,3.96,50.32,0.0756
1000000347,2026-01-05 23:41:21,1326.93,232.28,5.71,49.75,0.1106
1000000348,2026-01-05 23:41:21,854.73,228.99,3.73,50.49,0.0712
1000000349,2026-01-05 23:41:21,1499.98,231.52,6.48,50.07,0.125
1000000350,2026-01-05 23:41:21,1262.81,234.2,5.39,50.48,0.1052
1000000351,2026-01-05 23:41:21,1319.92,220.93,5.97,49.95,0.11
1000000352,2026-01-05 23:41:21,1065.62,233.63,4.56,50.16,0.0888
1000000353,2026-01-05 23:41:21,1105.47,234.15,4.72,49.73,0.0921
1000000354,2026-01-05 23:41:21,885.16,230.82,3.83,49.84,0.0738
1000000355,2026-01-05 23:41:21,845.8,237.44,3.56,50.15,0.0705
1000000356,2026-01-05 23:41:21,1265.47,221.87,5.7,49.52,0.1055
1000000357,2026-01-05 23:41:21,1358.13,220.84,6.15,50.33,0.1132
1000000358,2026-01-05 23:41:21,1370.3,235.34,5.82,50.08,0.1142
1000000359,2026-01-05 23:41:21,1451.7,233.31,6.22,49.66,0.121
1000000360,2026-01-05 23:41:21,1407.14,235.01,5.99,50.12,0.1173
1000000361,2026-01-05 23:41:21,918.03,237.64,3.86,50.2,0.0765
1000000362,2026-01-05 23:41:21,1088.67,229.16,4.75,50.08,0.0907
1000000363,2026-01-05 23:41:21,935.09,230.22,4.06,50.09,0.0779
1000000364,2026-01-05 23:41:21,970.9,237.23,4.09,50.38,0.0809
1000000365,2026-01-05 23:41:21,894.26,234.52,3.81,50.42,0.0745
1000000366,2026-01-05 23:41:21,1377.84,230.86,5.97,50.43,0.1148
1000000367,2026-01-05 23:41:21,878.14,237.09,3.7,49.64,0.0732
1000000368,2026-01-05 23:41:21,1083.17,221.15,4.9,50.2,0.0903
1000000369,2026-01-05 23:41:21,1123.09,225.02,4.99,50.04,0.0936
1000000370,2026-01-05 23:41:21,1301.76,233.17,5.58,50.48,0.1085
1000000371,2026-01-05 23:41:21,1498.21,227.19,6.59,50.47,0.1249
1000000372,2026-01-05 23:41:21,1066.42,220.18,4.84,50.16,0.0889
1000000373,2026-01-05 23:41:21,938.76,226.64,4.14,50.47,0.0782
1000000374,2026-01-05 23:41:21,1193.62,237.08,5.03,49.97,0.0995
1000000375,2026-01-05 23:41:21,815.67,234.6,3.48,50.47,0.068
1000000376,2026-01-05 23:41:21,845.74,234.62,3.6,49.59,0.0705
1000000377,2026-01-05 23:41:21,1156.68,237.09,4.88,49.93,0.0964
1000000378,2026-01-05 23:41:21,1361.25,228.03,5.97,50.18,0.1134
1000000379,2026-01-05 23:41:21,1058.92,226.56,4.67,50.27,0.0882
1000000380,2026-01-05 23:41:21,884.03,223.17,3.96,50.43,0.0737
1000000381,2026-01-05 23:41:21,910.97,225.58,4.04,49.97,0.0759
1000000382,2026-01-05 23:41:21,1244.5,223.57,5.57,50.48,0.1037
1000000383,2026-01-05 23:41:21,1367.37,232.65,5.88,49.68,0.1139
1000000384,2026-01-05 23:41:21,1414.7,220.96,6.4,50.14,0.1179
1000000385,2026-01-05 23:41:21,1209.91,237.34,5.1,49.53,0.1008
1000000386,2026-01-05 23:41:21,1210.7,222.1,5.45,50.02,0.1009
1000000387,2026-01-05 23:41:21,1480.92,223.63,6.62,50.25,0.1234
1000000388,2026-01-05 23:41:21,1477.6,222.35,6.65,49.5,0.1231
1000000389,2026-01-05 23:41:21,1169.8,230.53,5.07,49.86,0.0975
1000000390,2026-01-05 23:41:21,994.05,235.7,4.22,50.13,0.0828
1000000391,2026-01-05 23:41:21,1015.73,238.63,4.26,50.39,0.0846
1000000392,2026-01-05 23:41:21,1016.32,239.96,4.24,50.39,0.0847
1000000393,2026-01-05 23:41:21,1095.24,222.45,4.92,49.92,0.0913
1000000394,2026-01-05 23:41:21,1361.37,239.63,5.68,50.15,0.1134
1000000395,2026-01-05 23:41:21,1389.92,225.19,6.17,50.38,0.1158
1000000396,2026-01-05 23:41:21,940.81,223.34,4.21,50.03,0.0784
1000000397,2026-01-05 23:41:21,1486.0,231.36,6.42,50.07,0.1238
1000000398,2026-01-05 23:41:21,1283.96,237.12,5.41,50.29,0.107
1000000399,2026-01-05 23:41:21,1186.71,228.28,5.2,50.42,0.0989
1000000400,2026-01-05 23:41:21,1400.72,220.29,6.36,49.95,0.1167
1000000401,2026-01-05 23:41:21,999.14,237.92,4.2,49.56,0.0833
1000000402,2026-01-05 23:41:21,1207.26,222.46,5.43,50.0,0.1006
1000000403,2026-01-05 23:41:21,875.03,227.27,3.85,50.34,0.0729
1000000404,2026-01-05 23:41:21,895.07,232.53,3.85,49.96,0.0746
1000000405,2026-01-05 23:41:21,941.07,233.39,4.03,49.88,0.0784
1000000406,2026-01-05 23:41:21,1185.23,228.47,5.19,49.99,0.0988
1000000407,2026-01-05 23:41:21,806.67,237.63,3.39,50.38,0.0672
1000000408,2026-01-05 23:41:21,1351.62,226.08,5.98,50.2,0.1126
1000000409,2026-01-05 23:41:21,1123.08,236.68,4.75,50.17,0.0936
1000000410,2026-01-05 23:41:21,967.46,230.82,4.19,50.19,0.0806
1000000411,2026-01-05 23:41:21,1090.98,228.26,4.78,50.29,0.0909
1000000412,2026-01-05 23:41:21,1479.63,227.81,6.5,49.64,0.1233
1000000413,2026-01-05 23:41:21,1165.88,234.31,4.98,50.08,0.0972
1000000414,2026-01-05 23:41:21,1413.77,227.01,6.23,49.92,0.1178
1000000415,2026-01-05 23:41:21,1485.42,239.9,6.19,50.2,0.1238
1000000416,2026-01-05 23:41:21,1206.74,222.98,5.41,49.8,0.1006
1000000417,2026-01-05 23:41:21,1285.18,235.2,5.46,49.83,0.1071
1000000418,2026-01-05 23:41:21,1352.23,234.41,5.77,50.03,0.1127
1000000419,2026-01-05 23:41:21,968.49,236.08,4.1,50.3,0.0807
1000000420,2026-01-05 23:41:21,1034.23,230.34,4.49,49.68,0.0862
1000000421,2026-01-05 23:41:21,1105.18,221.92,4.98,50.11,0.0921
1000000422,2026-01-05 23:41:21,860.9,230.54,3.73,50.03,0.0717
1000000423,2026-01-05 23:41:21,1441.86,221.37,6.51,50.31,0.1202
1000000424,2026-01-05 23:41:21,904.73,220.3,4.11,49.55,0.0754
1000000425,2026-01-05 23:41:21,1219.5,230.83,5.28,49.55,0.1016
1000000426,2026-01-05 23:41:21,1188.89,238.08,4.99,50.05,0.0991
1000000427,2026-01-05 23:41:21,1141.65,230.56,4.95,50.08,0.0951
1000000428,2026-01-05 23:41:21,1162.72,221.65,5.25,50.1,0.0969
1000000429,2026-01-05 23:41:21,1184.36,233.6,5.07,50.2,0.0987
1000000430,2026-01-05 23:41:21,1140.3,234.47,4.86,50.23,0.095
1000000431,2026-01-05 23:41:21,1160.42,225.34,5.15,50.31,0.0967
1000000432,2026-01-05 23:41:21,874.8,223.84,3.91,50.34,0.0729
1000000433,2026-01-05 23:41:21,812.56,229.75,3.54,49.61,0.0677
1000000434,2026-01-05 23:41:21,1017.07,223.63,4.55,50.41,0.0848
1000000435,2026-01-05 23:41:21,1090.64,220.13,4.95,50.18,0.0909
1000000436,2026-01-05 23:41:21,1086.58,222.8,4.88,50.17,0.0905
1000000437,2026-01-05 23:41:21,1038.67,222.3,4.67,49.8,0.0866
1000000438,2026-01-05 23:41:21,1481.17,235.09,6.3,50.39,0.1234
1000000439,2026-01-05 23:41:21,929.81,221.41,4.2,50.49,0.0775
1000000440,2026-01-05 23:41:21,1085.02,237.93,4.56,50.13,0.0904
1000000441,2026-01-05 23:41:21,940.66,221.59,4.24,50.09,0.0784
1000000442,2026-01-05 23:41:21,1276.86,226.07,5.65,49.57,0.1064
1000000443,2026-01-05 23:41:21,1011.27,237.6,4.26,50.34,0.0843
1000000444,2026-01-05 23:41:21,1190.44,220.36,5.4,49.54,0.0992
1000000445,2026-01-05 23:41:21,1194.99,237.9,5.02,50.48,0.0996
1000000446,2026-01-05 23:41:21,1009.38,221.16,4.56,50.47,0.0841
1000000447,2026-01-05 23:41:21,1419.41,229.42,6.19,49.85,0.1183
1000000448,2026-01-05 23:41:21,1289.96,225.14,5.73,50.41,0.1075
1000000449,2026-01-05 23:41:21,1320.72,237.85,5.55,49.99,0.1101
1000000450,2026-01-05 23:41:21,1228.95,229.1,5.36,50.27,0.1024
1000000451,2026-01-05 23:41:21,1196.76,236.61,5.06,50.43,0.0997
1000000452,2026-01-05 23:41:21,1202.88,220.1,5.47,49.98,0.1002
1000000453,2026-01-05 23:41:21,880.6,222.99,3.95,49.75,0.0734
1000000454,2026-01-05 23:41:21,1388.39,231.57,6.0,50.37,0.1157
1000000455,2026-01-05 23:41:21,1409.11,232.55,6.06,49.83,0.1174
1000000456,2026-01-05 23:41:21,1078.47,221.54,4.87,50.27,0.0899
1000000457,2026-01-05 23:41:21,913.36,223.64,4.08,49.51,0.0761
1000000458,2026-01-05 23:41:21,1026.72,234.38,4.38,49.98,0.0856
1000000459,2026-01-05 23:41:21,1098.99,230.39,4.77,49.58,0.0916
1000000460,2026-01-05 23:41:21,1304.42,220.35,5.92,49.54,0.1087
1000000461,2026-01-05 23:41:21,941.22,226.87,4.15,50.05,0.0784
1000000462,2026-01-05 23:41:21,1276.04,232.76,5.48,49.54,0.1063
1000000463,2026-01-05 23:41:21,815.61,228.59,3.57,49.85,0.068
1000000464,2026-01-05 23:41:21,812.12,224.38,3.62,50.05,0.0677
1000000465,2026-01-05 23:41:21,828.38,231.57,3.58,50.23,0.069
1000000466,2026-01-05 23:41:21,916.15,233.59,3.92,50.27,0.0763
1000000467,2026-01-05 23:41:21,1115.42,223.65,4.99,50.3,0.093
1000000468,2026-01-05 23:41:21,1310.29,237.17,5.52,49.8,0.1092
1000000469,2026-01-05 23:41:21,1187.57,235.72,5.04,49.89,0.099
1000000470,2026-01-05 23:41:21,1297.17,235.14,5.52,49.63,0.1081
1000000471,2026-01-05 23:41:21,1357.21,236.63,5.74,49.9,0.1131
1000000472,2026-01-05 23:41:21,1447.89,235.06,6.16,49.94,0.1207
1000000473,2026-01-05 23:41:21,882.57,235.41,3.75,50.46,0.0735
1000000474,2026-01-05 23:41:21,866.32,234.65,3.69,49.98,0.0722
1000000475,2026-01-05 23:41:21,1148.73,227.01,5.06,49.51,0.0957
1000000476,2026-01-05 23:41:21,872.97,239.19,3.65,50.07,0.0727
1000000477,2026-01-05 23:41:21,936.29,231.59,4.04,49.6,0.078
1000000478,2026-01-05 23:41:21,1437.59,235.57,6.1,49.74,0.1198
1000000479,2026-01-05 23:41:21,1245.64,224.5,5.55,49.88,0.1038
1000000480,2026-01-05 23:41:21,870.67,234.62,3.71,49.85,0.0726
1000000481,2026-01-05 23:41:21,1247.38,221.92,5.62,49.7,0.1039
1000000482,2026-01-05 23:41:21,1372.51,228.86,6.0,50.14,0.1144
1000000483,2026-01-05 23:41:21,916.2,220.56,4.15,49.57,0.0763
1000000484,2026-01-05 23:41:21,1215.75,233.44,5.21,50.47,0.1013
1000000485,2026-01-05 23:41:21,1279.83,224.14,5.71,50.34,0.1067
1000000486,2026-01-05 23:41:21,1487.87,231.83,6.42,49.73,0.124
1000000487,2026-01-05 23:41:21,851.16,239.39,3.56,49.65,0.0709
1000000488,2026-01-05 23:41:21,1152.02,225.5,5.11,50.41,0.096
1000000489,2026-01-05 23:41:21,1357.11,232.23,5.84,49.82,0.1131
1000000490,2026-01-05 23:41:21,1485.16,223.44,6.65,49.64,0.1238
1000000491,2026-01-05 23:41:21,1356.41,221.34,6.13,49.6,0.113
1000000492,2026-01-05 23:41:21,1459.77,237.53,6.15,50.27,0.1216
1000000493,2026-01-05 23:41:21,814.95,221.01,3.69,50.06,0.0679
1000000494,2026-01-05 23:41:21,1355.0,221.95,6.1,50.5,0.1129
1000000495,2026-01-05 23:41:21,1058.23,225.29,4.7,50.28,0.0882
1000000496,2026-01-05 23:41:21,1141.19,225.22,5.07,49.57,0.0951
1000000497,2026-01-05 23:41:21,917.98,231.31,3.97,49.92,0.0765
1000000498,2026-01-05 23:41:21,1306.82,221.82,5.89,50.19,0.1089
1000000499,2026-01-05 23:41:21,1124.04,222.55,5.05,50.35,0.0937
1000000500,2026-01-05 23:41:21,996.7,236.26,4.22,49.87,0.0831
1000000501,2026-01-05 23:41:21,1113.92,239.4,4.65,49.88,0.0928
1000000502,2026-01-05 23:41:21,1339.77,238.46,5.62,49.5,0.1116
1000000503,2026-01-05 23:41:21,1432.14,233.43,6.14,50.09,0.1193
1000000504,2026-01-05 23:41:21,890.97,231.82,3.84,49.95,0.0742
1000000505,2026-01-05 23:41:21,1364.09,226.0,6.04,50.44,0.1137
1000000506,2026-01-05 23:41:21,971.37,230.55,4.21,49.92,0.0809
1000000507,2026-01-05 23:41:21,1219.8,220.45,5.53,50.01,0.1016
1000000508,2026-01-05 23:41:21,1189.78,230.62,5.16,49.6,0.0991
1000000509,2026-01-05 23:41:21,993.45,227.7,4.36,49.53,0.0828
1000000510,2026-01-05 23:41:21,986.67,236.57,4.17,49.71,0.0822
1000000511,2026-01-05 23:41:21,994.63,232.48,4.28,50.13,0.0829
1000000512,2026-01-05 23:41:21,1386.75,237.88,5.83,49.57,0.1156
1000000513,2026-01-05 23:41:21,924.39,223.79,4.13,49.83,0.077
1000000514,2026-01-05 23:41:21,1472.97,232.02,6.35,49.78,0.1227
1000000515,2026-01-05 23:41:21,1078.73,227.96,4.73,50.02,0.0899
1000000516,2026-01-05 23:41:21,1315.49,235.68,5.58,50.47,0.1096
1000000517,2026-01-05 23:41:21,1444.51,223.8,6.45,50.33,0.1204
1000000518,2026-01-05 23:41:21,904.17,226.49,3.99,50.24,0.0753
1000000519,2026-01-05 23:41:21,1494.05,223.09,6.7,50.37,0.1245
1000000520,2026-01-05 23:41:21,1381.42,230.84,5.98,49.8,0.1151
1000000521,2026-01-05 23:41:21,1071.16,226.64,4.73,50.42,0.0893
1000000522,2026-01-05 23:41:21,945.7,236.23,4.0,49.8,0.0788
1000000523,2026-01-05 23:41:21,1419.13,225.89,6.28,50.03,0.1183
1000000524,2026-01-05 23:41:21,1189.0,223.68,5.32,49.54,0.0991
1000000525,2026-01-05 23:41:21,987.95,237.96,4.15,50.06,0.0823
1000000526,2026-01-05 23:41:21,1390.15,226.56,6.14,50.14,0.1158
1000000527,2026-01-05 23:41:21,1066.01,225.26,4.73,49.73,0.0888
1000000528,2026-01-05 23:41:21,1305.32,220.71,5.91,50.48,0.1088
1000000529,2026-01-05 23:41:21,1238.75,239.35,5.18,49.62,0.1032
1000000530,2026-01-05 23:41:21,1287.22,236.88,5.43,50.38,0.1073
1000000531,2026-01-05 23:41:21,922.92,221.67,4.16,50.25,0.0769
1000000532,2026-01-05 23:41:21,801.34,225.26,3.56,49.52,0.0668
1000000533,2026-01-05 23:41:21,1188.41,229.76,5.17,49.7,0.099
1000000534,2026-01-05 23:41:21,1131.13,235.99,4.79,49.6,0.0943
1000000535,2026-01-05 23:41:21,1011.98,238.77,4.24,49.87,0.0843
1000000536,2026-01-05 23:41:21,1286.45,228.0,5.64,50.23,0.1072
1000000537,2026-01-05 23:41:21,1247.32,227.79,5.48,49.63,0.1039
1000000538,2026-01-05 23:41:21,1397.99,235.33,5.94,49.93,0.1165
1000000539,2026-01-05 23:41:21,1129.15,239.97,4.71,49.77,0.0941
1000000540,2026-01-05 23:41:21,982.68,235.3,4.18,50.45,0.0819
1000000541,2026-01-05 23:41:21,1427.4,224.41,6.36,50.33,0.119
1000000542,2026-01-05 23:41:21,872.56,234.38,3.72,49.67,0.0727
1000000543,2026-01-05 23:41:21,1494.3,222.92,6.7,50.27,0.1245
1000000544,2026-01-05 23:41:21,955.03,230.98,4.13,49.89,0.0796
1000000545,2026-01-05 23:41:21,934.48,238.49,3.92,49.92,0.0779
1000000546,2026-01-05 23:41:21,1417.69,220.26,6.44,49.58,0.1181
1000000547,2026-01-05 23:41:21,1284.53,226.57,5.67,50.41,0.107
1000000548,2026-01-05 23:41:21,800.83,235.35,3.4,50.45,0.0667
1000000549,2026-01-05 23:41:21,1086.14,238.83,4.55,50.12,0.0905
1000000550,2026-01-05 23:41:21,1251.97,233.07,5.37,49.65,0.1043
1000000551,2026-01-05 23:41:21,824.1,226.28,3.64,49.61,0.0687
1000000552,2026-01-05 23:41:21,1086.17,234.44,4.63,50.49,0.0905
1000000553,2026-01-05 23:41:21,1124.3,232.17,4.84,49.55,0.0937
1000000554,2026-01-05 23:41:21,1042.17,220.75,4.72,50.41,0.0868
1000000555,2026-01-05 23:41:21,1178.13,226.05,5.21,49.69,0.0982
1000000556,2026-01-05 23:41:21,875.03,231.14,3.79,50.08,0.0729
1000000557,2026-01-05 23:41:21,1002.88,224.96,4.46,50.14,0.0836
1000000558,2026-01-05 23:41:21,819.02,236.83,3.46,49.68,0.0683
1000000559,2026-01-05 23:41:21,1387.07,223.38,6.21,50.18,0.1156
1000000560,2026-01-05 23:41:21,1164.78,223.43,5.21,50.22,0.0971
1000000561,2026-01-05 23:41:21,1119.69,224.78,4.98,50.28,0.0933
1000000562,2026-01-05 23:41:21,1156.83,229.9,5.03,49.74,0.0964
1000000563,2026-01-05 23:41:21,1421.11,223.03,6.37,50.3,0.1184
1000000564,2026-01-05 23:41:21,1112.05,236.82,4.7,49.56,0.0927
1000000565,2026-01-05 23:41:21,877.0,239.02,3.67,50.23,0.0731
1000000566,2026-01-05 23:41:21,1060.31,223.1,4.75,50.45,0.0884
1000000567,2026-01-05 23:41:21,1006.82,222.02,4.53,49.74,0.0839
1000000568,2026-01-05 23:41:21,1410.95,228.63,6.17,50.06,0.1176
1000000569,2026-01-05 23:41:21,1302.96,235.05,5.54,49.88,0.1086
1000000570,2026-01-05 23:41:21,1031.02,227.48,4.53,49.6,0.0859
1000000571,2026-01-05 23:41:21,1404.55,222.6,6.31,50.06,0.117
1000000572,2026-01-05 23:41:21,896.5,236.59,3.79,49.82,0.0747
1000000573,2026-01-05 23:41:21,1295.74,229.88,5.64,49.98,0.108
1000000574,2026-01-05 23:41:21,1133.22,236.43,4.79,50.47,0.0944
1000000575,2026-01-05 23:41:21,1207.84,221.94,5.44,50.42,0.1007
1000000576,2026-01-05 23:41:21,1231.31,230.28,5.35,49.94,0.1026
1000000577,2026-01-05 23:41:21,948.53,238.98,3.97,49.77,0.079
1000000578,2026-01-05 23:41:21,1369.06,235.46,5.81,49.75,0.1141
1000000579,2026-01-05 23:41:21,1216.12,229.14,5.31,50.04,0.1013
1000000580,2026-01-05 23:41:21,833.67,231.51,3.6,49.56,0.0695
1000000581,2026-01-05 23:41:21,1285.5,237.53,5.41,49.84,0.1071
1000000582,2026-01-05 23:41:21,1172.78,234.59,5.0,49.66,0.0977
1000000583,2026-01-05 23:41:21,1403.6,239.09,5.87,50.14,0.117
1000000584,2026-01-05 23:41:21,1406.46,228.24,6.16,50.39,0.1172
1000000585,2026-01-05 23:41:21,1051.38,233.11,4.51,50.03,0.0876
1000000586,2026-01-05 23:41:21,1242.52,228.53,5.44,49.87,0.1035
1000000587,2026-01-05 23:41:21,1111.84,224.06,4.96,49.64,0.0927
1000000588,2026-01-05 23:41:21,1059.11,236.03,4.49,50.36,0.0883
1000000589,2026-01-05 23:41:21,1457.64,228.89,6.37,49.72,0.1215
1000000590,2026-01-05 23:41:21,932.83,220.69,4.23,50.04,0.0777
1000000591,2026-01-05 23:41:21,866.34,220.23,3.93,49.5,0.0722
1000000592,2026-01-05 23:41:21,1372.24,232.88,5.89,49.8,0.1144
1000000593,2026-01-05 23:41:21,1068.17,235.23,4.54,50.1,0.089
1000000594,2026-01-05 23:41:21,1052.74,222.02,4.74,49.82,0.0877
